6930000.00	+5.38E+00	+173E-03	-71E+00	6.983417E+0	2.069720E+0	6.669661E+0	7.275991E+1
6940000.00	+5.30E+00	+180E-03	-73E+00	7.371154E+0	1.922845E+0	7.115938E+0	7.487886E+1
6950000.00	+5.26E+00	+180E-03	-71E+00	7.436328E+0	2.189794E+0	7.106601E+0	7.287409E+1
6960000.00	+5.30E+00	+182E-03	-74E+00	7.449434E+0	1.813701E+0	7.225272E+0	7.590866E+1
6970000.00	+5.35E+00	+191E-03	-74E+00	7.747333E+0	1.876215E+0	7.516713E+0	7.598502E+1
6980000.00	+5.28E+00	+188E-03	-70E+00	7.745237E+0	2.401130E+0	7.363645E+0	7.193994E+1
6990000.00	+5.33E+00	+194E-03	-75E+00	7.894966E+0	1.771593E+0	7.693630E+0	7.703268E+1
7000000.00	+5.26E+00	+197E-03	-72E+00	8.141281E+0	2.235319E+0	7.828397E+0	7.406385E+1
7010000.00	+5.27E+00	+199E-03	-73E+00	8.203760E+0	2.110677E+0	7.927593E+0	7.509117E+1
7020000.00	+5.29E+00	+197E-03	-68E+00	8.114918E+0	2.774733E+0	7.625795E+0	7.000550E+1
7030000.00	+5.27E+00	+203E-03	-72E+00	8.375797E+0	2.291348E+0	8.056283E+0	7.412332E+1
7040000.00	+5.25E+00	+200E-03	-73E+00	8.277114E+0	2.126938E+0	7.999172E+0	7.510988E+1
7050000.00	+5.27E+00	+210E-03	-73E+00	8.661917E+0	2.211478E+0	8.374853E+0	7.520801E+1
7060000.00	+5.25E+00	+204E-03	-71E+00	8.455475E+0	2.453641E+0	8.091644E+0	7.313104E+1
7070000.00	+5.23E+00	+210E-03	-75E+00	8.716853E+0	1.924619E+0	8.501728E+0	7.724439E+1
7080000.00	+5.27E+00	+212E-03	-73E+00	8.745268E+0	2.229621E+0	8.456269E+0	7.522927E+1
7090000.00	+5.29E+00	+223E-03	-75E+00	9.155548E+0	2.003862E+0	8.933566E+0	7.735741E+1
7100000.00	+5.19E+00	+228E-03	-77E+00	9.530455E+0	1.740800E+0	9.370122E+0	7.947547E+1
7110000.00	+5.21E+00	+228E-03	-74E+00	9.515086E+0	2.231231E+0	9.249783E+0	7.643820E+1
7120000.00	+5.27E+00	+225E-03	-74E+00	9.280628E+0	2.185716E+0	9.019573E+0	7.637809E+1
7130000.00	+5.29E+00	+235E-03	-75E+00	9.653041E+0	2.091672E+0	9.423699E+0	7.748558E+1
7140000.00	+5.22E+00	+238E-03	-75E+00	9.909904E+0	2.136154E+0	9.676934E+0	7.755177E+1
7150000.00	+5.16E+00	+233E-03	-72E+00	9.836393E+0	2.629685E+0	9.478364E+0	7.449381E+1
7160000.00	+5.24E+00	+238E-03	-73E+00	9.887115E+0	2.472108E+0	9.573073E+0	7.552052E+1
7170000.00	+5.25E+00	+242E-03	-74E+00	1.002792E+1	2.329108E+0	9.753689E+0	7.656970E+1
7180000.00	+5.24E+00	+249E-03	-72E+00	1.035797E+1	2.746067E+0	9.987327E+0	7.462614E+1
7190000.00	+5.28E+00	+258E-03	-75E+00	1.062811E+1	2.257434E+0	1.038560E+1	7.773684E+1
7200000.00	+5.21E+00	+252E-03	-76E+00	1.051051E+1	2.056115E+0	1.030744E+1	7.871879E+1
7210000.00	+5.20E+00	+258E-03	-73E+00	1.081180E+1	2.660186E+0	1.047943E+1	7.575642E+1
7220000.00	+5.17E+00	+259E-03	-74E+00	1.090861E+1	2.491815E+0	1.062020E+1	7.679555E+1
7230000.00	+5.18E+00	+261E-03	-78E+00	1.093414E+1	1.738487E+0	1.079505E+1	8.085136E+1
7240000.00	+5.19E+00	+267E-03	-76E+00	1.118581E+1	2.154737E+0	1.097631E+1	7.889361E+1
7250000.00	+5.17E+00	+273E-03	-76E+00	1.148445E+1	2.197055E+0	1.127233E+1	7.897093E+1
7260000.00	+5.15E+00	+266E-03	-77E+00	1.122086E+1	1.964895E+0	1.104748E+1	7.991489E+1
7270000.00	+5.22E+00	+271E-03	-75E+00	1.129931E+1	2.366651E+0	1.104868E+1	7.790982E+1
7280000.00	+5.18E+00	+265E-03	-76E+00	1.112283E+1	2.145712E+0	1.091390E+1	7.887731E+1
7290000.00	+5.20E+00	+279E-03	-76E+00	1.167106E+1	2.223093E+0	1.145737E+1	7.901925E+1
